dataset,truth_id,nick,strain,beta,seed_loc,loc_row,loc_name,country,week,week_date,truth_100k
real,tr00,real,,NaN,,55,New York,US,52,2021-01-11,508
real,tr00,real,,NaN,,84,Texas,US,53,2021-01-18,474
real,tr00,real,,NaN,,10,California,US,53,2021-01-18,395
real,tr00,real,,NaN,,66,Ontario,CA,53,2021-01-18,108
real,tr00,real,,NaN,,22,Estado de Mexico,MX,53,2021-01-18,66
real,tr00,real,,NaN,,55,New York,US,53,2021-01-18,455
real,tr00,real,,NaN,,84,Texas,US,54,2021-01-25,488
real,tr00,real,,NaN,,10,California,US,54,2021-01-25,297
real,tr00,real,,NaN,,66,Ontario,CA,54,2021-01-25,82
real,tr00,real,,NaN,,22,Estado de Mexico,MX,54,2021-01-25,46
real,tr00,real,,NaN,,55,New York,US,54,2021-01-25,383
real,tr00,real,,NaN,,84,Texas,US,55,2021-02-01,306
real,tr00,real,,NaN,,10,California,US,55,2021-02-01,212
real,tr00,real,,NaN,,66,Ontario,CA,55,2021-02-01,64
real,tr00,real,,NaN,,22,Estado de Mexico,MX,55,2021-02-01,39
real,tr00,real,,NaN,,55,New York,US,55,2021-02-01,296
real,tr00,real,,NaN,,84,Texas,US,56,2021-02-08,215
real,tr00,real,,NaN,,10,California,US,56,2021-02-08,145
real,tr00,real,,NaN,,66,Ontario,CA,56,2021-02-08,51
real,tr00,real,,NaN,,22,Estado de Mexico,MX,56,2021-02-08,33
real,tr00,real,,NaN,,55,New York,US,56,2021-02-08,276
real,tr00,real,,NaN,,84,Texas,US,57,2021-02-15,134
real,tr00,real,,NaN,,10,California,US,57,2021-02-15,96
real,tr00,real,,NaN,,66,Ontario,CA,57,2021-02-15,52
real,tr00,real,,NaN,,22,Estado de Mexico,MX,57,2021-02-15,31
real,tr00,real,,NaN,,55,New York,US,57,2021-02-15,241
real,tr00,real,,NaN,,84,Texas,US,58,2021-02-22,169
real,tr00,real,,NaN,,10,California,US,58,2021-02-22,80
real,tr00,real,,NaN,,66,Ontario,CA,58,2021-02-22,52
real,tr00,real,,NaN,,22,Estado de Mexico,MX,58,2021-02-22,30
real,tr00,real,,NaN,,55,New York,US,58,2021-02-22,252
real,tr00,real,,NaN,,84,Texas,US,59,2021-03-01,139
real,tr00,real,,NaN,,10,California,US,59,2021-03-01,71
real,tr00,real,,NaN,,66,Ontario,CA,59,2021-03-01,58
real,tr00,real,,NaN,,22,Estado de Mexico,MX,59,2021-03-01,26
real,tr00,real,,NaN,,55,New York,US,59,2021-03-01,252
real,tr00,real,,NaN,,84,Texas,US,60,2021-03-08,112
real,tr00,real,,NaN,,10,California,US,60,2021-03-08,51
real,tr00,real,,NaN,,66,Ontario,CA,60,2021-03-08,65
real,tr00,real,,NaN,,22,Estado de Mexico,MX,60,2021-03-08,20
real,tr00,real,,NaN,,55,New York,US,60,2021-03-08,239
real,tr00,real,,NaN,,84,Texas,US,61,2021-03-15,84
real,tr00,real,,NaN,,10,California,US,61,2021-03-15,50
real,tr00,real,,NaN,,66,Ontario,CA,61,2021-03-15,81
real,tr00,real,,NaN,,22,Estado de Mexico,MX,61,2021-03-15,22
real,tr00,real,,NaN,,55,New York,US,61,2021-03-15,194
real,tr00,real,,NaN,,84,Texas,US,62,2021-03-22,93
real,tr00,real,,NaN,,10,California,US,62,2021-03-22,46
real,tr00,real,,NaN,,66,Ontario,CA,62,2021-03-22,106
real,tr00,real,,NaN,,22,Estado de Mexico,MX,62,2021-03-22,20
real,tr00,real,,NaN,,55,New York,US,62,2021-03-22,342
